user_id,time,geo,polarity,subjectivity,wordnouns,hashtags
453332444,2016-07-31 19:46,,0.48624999999999996,0.6400000000000001,"good piece,martin loughlin,major constitutional moment",#Brexit
319654586,2016-07-31 19:38,,0.0,1.0,trump,#TrumpDebateExcuses #Brexit
38434023,2016-07-31 19:21,,0.0,0.75,"will brexit,u.k.,exit-will-impact-global-tourism …",#fb
33695177,2016-07-31 19:08,,0.0,0.0,"consecuencia,victoria del sí,el será,uk,% la-producción-industrial-de-u.k.",#Economia #Brexit
1591120586,2016-07-31 18:58,,-0.3,0.4,,#brexit
16134235,2016-07-31 18:28,,0.0,0.0,"ignored,trump,brexit,moment thetimes.co",
15507650,2016-07-31 18:18,,0.0,0.0,"pj o'rourke,trump,brexit,clinton",
746750063154704385,2016-07-31 18:01,,0.1,0.45,"brilliantly,ni,uk,courts,brexit,rn-ireland-politics-36878959 …",
1626773486,2016-07-31 17:54,,0.3666666666666667,0.4666666666666666,"top,honours list shows,tory brexit,| … theguardian",
434483487,2016-07-31 17:39,"Kitchener, Ontario",0.0,0.0,"carney takes,brexit,boe readies stimulus",
297623002,2016-07-31 17:32,,0.325,0.3875,britons,#Muslims #europeanunion #brexit
7774822,2016-07-31 17:23,,0.0,0.0,"that’s,brexit",
21120226,2016-07-31 17:15,,0.13636363636363635,0.45454545454545453,"fences,brexit diary,zadie smith,york review,books nybooks",
14803203,2016-07-31 17:03,,0.0,0.0,"boe,eu,brexit,ft. 02-55a0-11e6-befd-2fc0c26b3c60.html …",
753675289721507840,2016-07-31 16:53,"Hayti, MO",0.0,0.0,"ric grennell,obama,britain,brexit vote,hmmmm",
700976235099377664,2016-07-31 16:39,,0.0,1.0,"crucial role,brexit,rethink |,stephen hawking",
234015092,2016-07-31 16:29,,0.0,0.0,"flick,government post",#africa #vampires #polish #BrExit #VoteLeave
26503824,2016-07-31 16:18,,0.1,0.5,"brexit,corbyn,mcdonnell,bashing,economic council members",
1102075028,2016-07-31 16:08,,0.0,0.0,"businesses,usinesses-starved-cash-after-government-8497742=sharebar_twitter …",#Tories #EU #Brexit #ICID
4767359000,2016-07-31 16:04,,0.0,0.17857142857142858,"uk,wto,status post-,brexit,centre,sustainab",
2848705919,2016-07-31 15:47,,0.2,0.2,"wo,n't work",#Brexit
43263444,2016-07-31 15:38,,0.0,0.0,,
786764,2016-07-31 15:30,,-0.15,0.3,"common culture,brexit",
465466844,2016-07-31 15:15,,0.0,0.1,"big supporters,brexit",
193647601,2016-07-31 15:10,,-0.04999999999999999,0.9,"sorry,milo,free",#FreeMilo #FreeSpeech #Democracy #Brexit #Nexit
14803203,2016-07-31 14:54,,0.1,0.4,"honours list shows,tory brexit",
29292924,2016-07-31 14:46,,0.0,0.0,"orlando,brexit,baghdad,2016’s summer,violence requires,radical rethinking,queer politics",
49338563,2016-07-31 14:32,,-1.0,1.0,"brexit,bavaria dumps merkel,germans say,immigration #,insane",#1 #BREXIT #wikileaks
379851447,2016-07-31 14:29,,0.0,0.0,"britain,�foreign boats catch fish",#Brexit #EU #referendum #voteleave
36872408,2016-07-31 14:19,,0.0,0.0,"lights,camera rate cuts,brexit,all-action blockbuster,movies,fall int ...",#fx5 #blogs
2840857572,2016-07-31 14:10,,0.0,1.0,"ab inbev ups post- brexit offer,acquire beer giant sabmiller,world 's,beer merger j ...",
14900892,2016-07-31 13:55,,0.0,0.0,marry brexit,
379851447,2016-07-31 13:48,,0.0,0.0,"mark carney,eu,risky choice",#EU #brexit #referendum #voteleave
1863591786,2016-07-31 13:31,,0.012500000000000011,0.1875,"mess thanks,brexit,eu,uk,brexit,stay-eu-nationals-uk-after-brexit # .v54vkpb4wk2 …",#
866733217,2016-07-31 13:30,,0.0,0.0,"jo,opportunities post,brexit",
379851447,2016-07-31 13:11,,0.0,0.0,"labour mp john mann,brexit,eu",#EU #brexit #referendum #voteleave
1674136794,2016-07-31 13:08,,0.1,0.4,"brexit drives u.s.,rates,near all-time record lows",
3168560418,2016-07-31 12:51,,0.0,0.0,,#MakeAmericaWhiteAgain #Teamwork #BREXIT
1267420255,2016-07-31 12:40,,0.0,0.0,"london,'s status,global hub,uncertain ►",#Brexit #fintech
37928746,2016-07-31 12:38,,-0.1,0.30000000000000004,"scottish independence,brexit,poll hitc",
1289579084,2016-07-31 12:20,,0.0,0.0,"protecting,safety post-,brexit,tecting-health-and-safety-post-brexit/ # .v54lwwo0kyc.twitter …",#
195998422,2016-07-31 12:17,,0.0,0.0,"brexit,europe,'s non-euro countries weforum,/this-is-how-brexit-could-affect-europes-non-euro-countries… vía",
3674315783,2016-07-31 12:06,"Glasgow, Scotland",-0.08333333333333333,0.08333333333333333,"agree,brexit",
379851447,2016-07-31 11:58,,0.0,0.0,"dambusters,fb",#EU #brexit #referendum #voteleave
144151701,2016-07-31 11:42,,0.0,0.0,"government warns,uk,north’s,brexit,t-warns-uk-fortifying-norths-border-brexit/ # .v54c18hfjkc.twitter …",#
3091327071,2016-07-31 11:32,,-0.175,0.175,"dc,prerogative,brexit",
2858533652,2016-07-31 11:20,,-0.07500000000000001,0.05,"brexit,price surges",#VR #Brexit #Vive
91585577,2016-07-31 11:16,,0.15000000000000002,0.45,"start-up,wild side,brexit",
30221032,2016-07-31 11:01,,0.0,0.0,"carter,september",#Reagan #Brexit #Trump2016 #Trump #MakeAmericaGreatAgain
4832262744,2016-07-31 10:49,,0.25,0.5,"update,2-ba owner,iag,trims growth plans,brexit,read,bay",#BritishAirways
783034964,2016-07-31 10:38,,-0.16666666666666666,0.8333333333333333,"brexit,serious implications",#Assange
112037009,2016-07-31 10:35,,0.012499999999999983,0.875,"fair point,lazy thing,trumpbrexit",
379851447,2016-07-31 10:21,,0.0,0.0,"paul craig roberts,brexit",#EU #brexit #referendum #voteleave
227759056,2016-07-31 10:11,,0.0,0.0,"dopo,brexit,gran bretagna,tasse alle imprese portandole,% .dov'è",
1196526788,2016-07-31 10:03,"Pembrey, Wales",-0.02500000000000001,0.5249999999999999,"dead heat,normal people",#Brexit
140214236,2016-07-31 09:57,,0.024999999999999994,0.42500000000000004,"uk,fintech startups,july,brexit,hot secto ...",#busines #startups
394996255,2016-07-31 09:48,,0.0,0.0,"tory,brexit,badtard …",#sundaysesh
746674309876355072,2016-07-31 09:42,,-0.3666666666666667,0.75,"eea,brexit,eu,farce",
376749310,2016-07-31 09:29,,0.0,0.2916666666666667,"july key global,uk,pm",#Brexit
137336474,2016-07-31 09:21,,-0.07777777777777779,0.14444444444444446,"hawking,brexit,british attitudes",
1006343228,2016-07-31 09:10,,0.05,0.3625,"concise explanation,brexit",
871599601,2016-07-31 09:04,,-0.2,0.2,"global,trade system,broken,brexit,uk’s moment",
2377481036,2016-07-31 08:51,,0.13636363636363635,0.5,"eu,uk,brexit,david davis",
563245447,2016-07-31 08:46,,0.06818181818181818,0.25,"fridays,post- brexit,vacationers staying",
1407789990,2016-07-31 08:42,,0.25,0.25,"post- brexit,vacationers staying,seems appealing",
114181419,2016-07-31 08:33,,0.013888888888888886,0.3194444444444444,"brexit,foreign acts tellymix.co,tains-got-talent- … pic.twitter",#BGT
483669489,2016-07-31 08:23,,0.0,0.1,"big supporters,brexit,s-brexit-regret-bregret-funding-common-agricultural-policy-a7163996.html …,keep calm-carry",
2811719888,2016-07-31 08:16,,0.14444444444444443,0.24444444444444444,"pound,australian,forecasted rba rate cut,keep strong,brexit,seve ...",
18309318,2016-07-31 08:08,,0.0,0.0,"miriam gonzález durántez,brexit,clegg,wolf whistles telegraph.co",
757537572,2016-07-31 07:55,"South West, England",-0.375,0.625,"confidence weak,post media campaign",#Brexit
754070877009014786,2016-07-31 07:50,,0.0,0.0,"brexit,n't progressive values,jill stein,supporter smh",
19575586,2016-07-31 07:42,,0.0,0.0,"britain’s,brexit,... washingtonpost,ritains-scientists-are-freaking-out-over- …",
367162824,2016-07-31 07:34,,-0.8,0.9,"post- brexit,uk",
20013397,2016-07-31 07:20,,-1.0,1.0,"nasty side,brexit,remainers",
19546277,2016-07-31 07:14,,0.0,0.0,"brexit,raises risks,financial stability pic.twitter",
2676721215,2016-07-31 07:07,,0.0,0.0,brexit,
379851447,2016-07-31 06:52,,0.0,0.0,"uk,fb",#EU #brexit #referendum #voteleave
528623234,2016-07-31 06:48,,0.0,0.1,"big supporters,brexit,s-brexit-regret-bregret-funding-common-agricultural-policy-a7163996.html …,reaping",
603014846,2016-07-31 06:41,,0.0,0.0,"property news,estate,brexit,vote stroudnewsandjournal.co",
14460241,2016-07-31 06:28,"Beijing, People's Republic of China",0.0,0.03333333333333333,"uk,chinese visitors,% rise",#Brexit #China
117782283,2016-07-31 06:20,"Genoa, Liguria",0.0,0.0,"bandiere inglesi contro,direttiva sugli stabilimenti balneari,nostra piccola pic.twitter",#Genova #UE #brexit
2663895398,2016-07-31 06:11,,0.0,0.0,"lights,camera rate cuts,brexit,all-action blockbuster,bank theguardian",
4845828660,2016-07-31 06:04,,0.25,0.25,"msci,irish property investment,returns rise,brexit uncertainty,read,msci",#MSCI
3255534731,2016-07-31 06:00,,0.0,0.0,fears pic.twitter,#newbuilds #Brexit #newhouse
736295134828990466,2016-07-31 05:47,,0.0,0.0,"economist,britain,michel barnier’s brexit",
357583624,2016-07-31 05:42,,0.0,0.0,"write-up,post vote,roundtable propertyweek,sis- …",#brexit
49678509,2016-07-31 05:29,,0.0,0.0,"et,est-ce qu'il croyait au,brexit,qu'il n'arrive",#economie
3248880461,2016-07-31 05:19,,0.005681818181818177,0.2897727272727273,"britain,‘leverage’ £11bn,foreign aid,new trade deals,brexit",
