,tweet_id,user_id,time,geo,location,text,hashtags
0,782061508922576896,705517289320423426,2016-09-30 23:36,,,Brexit was 10 points bellow and they won! Globalist control media   …,
1,782055852891070464,17844575,2016-09-30 23:13,,"London, England", Mr Brexit flown in to drill Trump for next debate. ,
2,782052535293079556,3235220435,2016-09-30 23:00,,United Kingdom,Nissan urges Whitehall to promise compensation for post- Brexit tax barriers Brexit Scotland Holyrood  heraldscotland. Nissan_urges_Whitehall_to_promise_compensation_for_post_Brexit_tax_barriers…,#Nissan #Brexit #Scotland #Holyrood
3,782045420868468736,33290164,2016-09-30 22:32,,"Pembroke Dock, Wales",Sky News Latest: Brexit earthquake has failed to materialise ,
4,782039083572944896,177933101,2016-09-30 22:07,,Europe,Top Bankers Threaten To Leave London After Brexit - But Why Don't They Leave Earth? ,
5,782036659340619777,713885792431509504,2016-09-30 21:57,,,"Globalism is dying brexit started it now France and Germany are trying to exit, NWO or one world government is over LoveTrumpsHateBecause",#LoveTrumpsHateBecause
6,782034411642650624,499455731,2016-09-30 21:48,,Engand's North West in Europe.,Saudi Arabia is the flagging horse of the Gulf – but Britain is still backing it as an answer to Brexit |  independent.co. rabia-britian-bahrain-brexit-wont-save-it-a7339861.html …,
7,782029160348737536,35225144,2016-09-30 21:27,,London,On Social Europe: Monetary Policy Post Brexit : More Of The Same And Why It Will Not Work  socialeurope. ry-policy-post-brexit-more-of-the-same-and-why-it-will-not-work…,
8,782021831582740480,7412922,2016-09-30 20:58,,"Bow, London, England",Really sad> 71% of those questioned were thinking about leaving the UK in the wake of Brexit .   …,
9,782017174596493312,72827126,2016-09-30 20:39,,"Cardiff, Wales",Just saw TeamEurope trending and my first thought was about whether this was a new Brexit campaign group.,#TeamEurope #Brexit
10,782016490463760384,449947358,2016-09-30 20:37,,birmingham,May denies U-turn on post- Brexit border controls - Theresa May appears to row back on comments during the EU re...   …,
11,782011772538462209,99259018,2016-09-30 20:18,,Sir Alex Ferguson Stand,Sajid Javid claims any post- Brexit immigration clampdown must not make it ‘more difficult’ for foreign builde... ,
12,782006350444371968,367476649,2016-09-30 19:56,,"Toronto, Ontario",Fantastic panel on Brexit & its implications on the EU and Canadian foreignpolicy   Photocredit  pic.twitter.,#Brexit #EU #foreignpolicy
13,782005580697309185,379851447,2016-09-30 19:53,,London UK,VOTE TO LEAVE Betrayal of Britain. EU brexit voteleave brexit FB page:  pic.twitter.,#EU #brexit #voteleave
14,782000412400508928,737658944,2016-09-30 19:33,"Shrewsbury, England",Shrewsbury,There has to come a point when Westminster realises Brexit is a huge mistake and does the right thing. Surely?,#Brexit
15,782000394566238208,93650105,2016-09-30 19:33,,United Kingdom,"   yes, hard Brexit is the fall back position if negotiations fail (as they seem likely to)",
16,781995577085136897,37190113,2016-09-30 19:14,,London,I am already aware of developments that have fallen through as a result of BREXIT   …,#BREXIT
17,781993632782057472,20738015,2016-09-30 19:06,,"Oxford, UK","So Border Control at Gatwick is an utter nightmare when all the budget airlines land, what on Earth will this be like post- Brexit ?",
18,781987907494084608,730658801200812032,2016-09-30 18:43,,United Kingdom,"Iain Duncan Smith "" Brexit could help support the fight against the root causes of poverty."" Which are?  telegraph.co.  …",#Brexit
19,781986740219379713,31619745,2016-09-30 18:39,,"ÜT: 43.648055,-79.379878",Brexit and  cited as reasons... ,#Brexit
20,781984031135174656,382674704,2016-09-30 18:28,,"Las Vegas, NV","RT ReutersOpinion: Podcast: When Britain will feel the real effects of Brexit , with breakingviews columnists in Lo…  81969740579348480 …",
21,781981746384474112,2259585476,2016-09-30 18:19,,,Hammond says Brexit deal should not harm economy via ,
22,781980661251014656,379851447,2016-09-30 18:14,,London UK,PAUL NUTTALL: Time for Labour to admit BREXIT would benefit the working class  EU brexit referendum voteleave,#EU #brexit #referendum #voteleave
23,781980007933575169,2785660770,2016-09-30 18:12,,Chicago,Sir James Dyson exclusive: ‘I would trigger Brexit now – and negotiate trade deal ,
24,781976941574225922,188046377,2016-09-30 18:00,,ohio,A hard Brexit would lead to a hard biz-exit with devastating consequences - ,
25,781974913582333952,4885482519,2016-09-30 17:52,,"South West, England",FMB predicts SME housebuilders to ‘continue to thrive’ post- Brexit | Construction Buzz 83  pic.twitter.,#FMB #83
26,781973041496657922,379851447,2016-09-30 17:44,,London UK,40 years of EU rule. �19 BILLION EU brexit voteleave brexit FB page:  pic.twitter.,#EU #brexit #voteleave
27,781970120839168001,2273212393,2016-09-30 17:32,,,Theresa may to be congratulated on picking such top talent to lead our post brexit future  theguardian.  …,#Theresa #brexit
28,781968942877335552,15348883,2016-09-30 17:28,,harry.cole@thesun.co.uk,"Give it to me hard: Gang of 4 ex-Cabinet Ministers hand PM "" Brexit Blueprint"" for 2 year exit:  thesun.co. rexit-backers-iain-duncan-smith-and-owen-paterson-bid-to-speed-up-article-50-process…",
29,781967104241262593,17895820,2016-09-30 17:21,,London,"‘Tell us when Brexit will happen’, demands business tycoon Richard Tice:  express.co.  … pic.twitter.",
30,781963742191947779,21579186,2016-09-30 17:07,,Believer in World Citizenship.,"MPs should reject Brexit due to lack of clear plans, says top lawyer  independent.co.  …",
31,781962626750349312,2847289592,2016-09-30 17:03,,London,Outrage as Brexit MP CENSURED by Labour colleagues for 'sharing a stage with Nigel Farage'  e-as-brexit-mp-censured-by-labour-colleagues-for-sharing-a-stage-with-nigel-farage.html … pic.twitter.,
32,781961093203845120,379851447,2016-09-30 16:57,,London UK,The Case For Brexit Part 3: For Population & Migration  youtube. pqQWU … EU brexit referendum voteleave,#EU #brexit #referendum #voteleave
33,781959070160973825,379851447,2016-09-30 16:49,,London UK,It's about governing yourself. EU brexit referendum voteleave brexit FB page:  pic.twitter.,#EU #brexit #referendum #voteleave
34,781955788558524416,352955304,2016-09-30 16:36,,UK,"UK heading for hard Brexit , say European diplomats  theguardian.  …",
35,781954013675806720,379851447,2016-09-30 16:28,,London UK,just going to hand Britain over? EU brexit voteleave brexit FB page:  pic.twitter.,#EU #brexit #voteleave
36,781951531260211200,3027995147,2016-09-30 16:19,,,"UK heading for hard Brexit , say European diplomats  Bt?ocid=st … IF the EU want to make it hard then let  will lose all.",
37,781950453814792193,1032058076,2016-09-30 16:14,,Badenia/Germany,No harm in being realistic about who the authors of brexit are - they have been at it for years bending the Tory party to their will.   …,#brexit
38,781948640013197313,627758983,2016-09-30 16:07,,"London, England","""Going to be""? ' brexit Who's the government around here?   …",
39,781946743218958336,19455482,2016-09-30 16:00,,Earley,Why vote UKIP when Tories will deliver brexit    …,#brexit
40,781943793830551552,3235220435,2016-09-30 15:48,,United Kingdom,Investment Association warns of Brexit asset management 'ramifications' Brexit UKIP LeaveEU Investment  newmarketjournal.co. t-association-warns-of-brexit-asset-management-ramifications-1-7604591 …,#Brexit #UKIP #LeaveEU #Investment
41,781942982983426049,15324060,2016-09-30 15:45,,"Sunderland, UK",.  : Why TheresaMay must tell Sunderland & Nissan what she means by ' Brexit means Brexit ':  pic.twitter.,#TheresaMay #Sunderland #Nissan
42,781939543175860224,2631015170,2016-09-30 15:31,,Internet,Commissioner: UK 'must avoid data protection Brexit ' - BBC News  +1 GLewis EUDataP,#EUDataP
43,781937534213455873,44849238,2016-09-30 15:23,,,As dangerous a move as Brexit itself   …,#Brexit
44,781936732241551360,18671601,2016-09-30 15:20,,"West Midlands, UK","Extraordinary. Govt is ""reaching out to EU leaders....."" A Brexit mess has been spotted. Grovelling required.  verment-brexit-european-union-2016-9 …",#Brexit
45,781934434262089728,3235220435,2016-09-30 15:11,,United Kingdom,Nissan staff in Sunderland seem unperturbed at the prospect of their employer pulling investment Brexit Cookoo  theguardian. link_time=1475260080 …,#Nissan #Sunderland #Brexit #Cookoo #link_time
46,781932574411218944,311612708,2016-09-30 15:03,,"Aberdeen, Scotland","So Nissan will suspend their car production until the outcome of Brexit . Jesus Christ, just imagine smug Nick Abbott later tonight on LBC",#LBC
47,781929861183053824,38177107,2016-09-30 14:53,,Rome *** World *** ,"After Nissan ultimatum, Jaguar Land Rover says Brexit must be fair for all  via ",
48,781928636324732929,489254924,2016-09-30 14:48,,"Annan, Scotland",Not your choice Mrs M Scotland will decide...Theresa May ‘rules out indyref2’ ahead of Brexit talks  scotsman. theresa-may-rules-out-indyref2-ahead-of-brexit-talks-1-4245548 …,
49,781926701681012736,85146123,2016-09-30 14:40,,"Kimberley, British Columbia"," we're not post- Brexit yet. We're still saying 'bye' in an office for the weekend where everyone hates us, so no-one looks up.",
50,781924922457219072,190727287,2016-09-30 14:33,,"Attenborough, Nottingham",Top Of The Pops: The Brexit Edition totp,#totp
51,781923511627644928,492159288,2016-09-30 14:27,,"Nantwich, England",Who needs a coherent plan for Brexit when you have dreams and fantasies? | Polly Toynbee  theguardian.  …,
52,781920541905223680,152805197,2016-09-30 14:15,,... #CitizenOfTheWorld,Jaguar Land Rover join Nissan in asking UKGov to underwrite Brexit risks. Money'll all be gone soon at this rate.  theguardian.  …,#Brexit
53,781919337485664256,336637208,2016-09-30 14:11,,"Lincoln, England","Why on earth voters would think this was a priority in the wake of Brexit , especially those who hate choice being restricted is beyond me.   …",
54,781918161662685184,23989856,2016-09-30 14:06,,Illinios,BuzzFeed Hilariously Edits Its Own Poll Showing Huge Support For Trump  mrctv. hilariously-updates-own-online-poll-due-huge-trump-showing … did ur polling tell u BREXIT would win?,
55,781916352420413440,2347983511,2016-09-30 13:59,,,"Gable CEO Dewsall lambasts ""devastating"" Solvency II as Brexit blamed for &pound;2.3m loss Insurance  newslocker.  …",#Insurance
56,781914931369218048,2151595764,2016-09-30 13:53,,,Exit before Brexit : The 'unwelcome' EU citizens eying their escape  ,
57,781913101150990336,618860140,2016-09-30 13:46,,Mirror☜~( ●̮̃•)~☞,Brexit shakes up thriving UK tech sector: The UK's digital tech sector was overwhelmingly opposed to Brexit . ... ,
58,781911385777303552,294574297,2016-09-30 13:39,,,I blame Brexit !! C'mon Europe!! RyderCup,#RyderCup
59,781911227341701120,165387465,2016-09-30 13:38,,Crawley,Why Brexit happened -- and what to do next  ted. r_betts_why_brexit_happened_and_what_to_do_next?utm_source=twitter.com&utm_medium=social&utm_campaign=tedspread …,
60,781909280156971008,340834801,2016-09-30 13:31,,"Madrid, Comunidad de Madrid","UK heading for hard Brexit , say European diplomats  theguardian.  …",
61,781907778524835840,48365860,2016-09-30 13:25,,"New York, USA",Your Friday evening headlines: Brexit investment Nissan Rosetta ESA_Rosetta VanGogh Camorra ShimonPeres ,#Brexit #Nissan #Rosetta #VanGogh #Camorra #ShimonPeres
62,781907013190189057,26748250,2016-09-30 13:22,,Cork,"They always said Brexit could damage Europe, but this is cataclysmic RyderCup",#RyderCup
63,781904931225759746,379851447,2016-09-30 13:13,,London UK,"United States of Europe, Now Accepted FACT  youtube. EbhZM … EU brexit referendum voteleave",#EU #brexit #referendum #voteleave
64,781904820043034624,730494679721099264,2016-09-30 13:13,,"Johannesburg, South Africa","British PM May to set out vision of Brexit ""success"" as some investors fret: LONDON, Sept 30 (Reute...  iGazette",#iGazette
65,781903731721994244,23152434,2016-09-30 13:09,,"California, USA",Nissan Threatens To Dump More UK Investments In The Wake Of Brexit - Jalopnik funding vrai777 $ v grants  fd=R&ct2=us&usg=AFQjCNERJKH2nrMKSGVlYOZKw0lfBp3_0g&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779226965284&ei=NZzuV-DEMtOEhQHkgqWQCw&url= …,#funding #vrai777 #grants
66,781901694544257024,716378272725078016,2016-09-30 13:01,,,IMF Talking Britain Down Again Scare Tactics  brexit no2eu notoeu voteout britainout voteleave Remain go,#IMF #Britain #brexit #no2eu #notoeu #voteout #britainout #voteleave #Remain #go
67,781900740050595840,747884643081400324,2016-09-30 12:57,,"South West, England",Ukip threatens Germany with HUGE tariffs after Britain receives WARNING over Brexit trade ,
68,781899700458840065,296824235,2016-09-30 12:53,,"London, UK",UK launches inquiry into impact of HE post- Brexit  es-inquiry-into-impact-of-he-post-brexit… intled,#intled
